batch_id,batch_date,component_id,serial,socket,hour,leakage_nA,vth_V,rds_on_mOhm,gate_leak_nA
LOT-2604,2026-08-17,C-036,SN260400228,E4,0,41.27,3.0832,200.35,1.927
LOT-2604,2026-08-17,C-036,SN260400228,E4,24,43.93,3.0632,200.85,2.036
LOT-2604,2026-08-17,C-036,SN260400228,E4,96,44.05,3.0498,202.87,1.998
LOT-2604,2026-08-17,C-036,SN260400228,E4,168,44.75,3.0308,204.05,2.084
LOT-2604,2026-08-17,C-037,SN260400229,E5,0,53.13,3.1078,204.43,3.443
LOT-2604,2026-08-17,C-037,SN260400229,E5,24,58.48,3.0978,205.06,3.768
LOT-2604,2026-08-17,C-037,SN260400229,E5,96,64.67,3.0895,206.22,3.939
LOT-2604,2026-08-17,C-037,SN260400229,E5,168,65.69,3.0933,205.38,3.896
LOT-2604,2026-08-17,C-038,SN260400230,E6,0,34.94,2.989,203.73,1.581
LOT-2604,2026-08-17,C-038,SN260400230,E6,24,36.44,2.9864,205.14,1.611
LOT-2604,2026-08-17,C-038,SN260400230,E6,96,36.37,2.9639,206.42,1.712
LOT-2604,2026-08-17,C-038,SN260400230,E6,168,37.79,2.959,206.81,1.748
LOT-2604,2026-08-17,C-039,SN260400231,E7,0,47.59,2.946,205.83,2.126
LOT-2604,2026-08-17,C-039,SN260400231,E7,24,50.68,2.9331,207.24,2.107
LOT-2604,2026-08-17,C-039,SN260400231,E7,96,54.74,2.9313,208.23,2.214
LOT-2604,2026-08-17,C-039,SN260400231,E7,168,56.37,2.9262,209.6,2.244
LOT-2604,2026-08-17,C-040,SN260400232,E8,0,35.84,2.9554,207.91,2.861
LOT-2604,2026-08-17,C-040,SN260400232,E8,24,37.35,2.9492,208.71,2.727
LOT-2604,2026-08-17,C-040,SN260400232,E8,96,37.38,2.9411,209.63,2.966
LOT-2604,2026-08-17,C-040,SN260400232,E8,168,40.31,2.9329,210.41,2.917
LOT-2604,2026-08-17,C-041,SN260400233,F1,0,48.13,3.0055,206.26,1.624
LOT-2604,2026-08-17,C-041,SN260400233,F1,24,51.32,3.0106,207.49,1.727
LOT-2604,2026-08-17,C-041,SN260400233,F1,96,52.58,3.0213,210.25,1.797
LOT-2604,2026-08-17,C-041,SN260400233,F1,168,53.39,3.0179,211.95,2.023
LOT-2604,2026-08-17,C-042,SN260400234,F2,0,52.86,3.0007,198.85,2.888
LOT-2604,2026-08-17,C-042,SN260400234,F2,24,60.07,3.0048,210.08,3.175
LOT-2604,2026-08-17,C-042,SN260400234,F2,96,65.08,3.0037,221.86,3.62
LOT-2604,2026-08-17,C-042,SN260400234,F2,168,70.19,3.0106,229.67,4.021
LOT-2604,2026-08-17,C-043,SN260400235,F3,0,55.84,2.939,203.28,2.276
LOT-2604,2026-08-17,C-043,SN260400235,F3,24,55.97,2.9296,204.23,2.328
LOT-2604,2026-08-17,C-043,SN260400235,F3,96,60.54,2.9264,204.86,2.395
LOT-2604,2026-08-17,C-043,SN260400235,F3,168,62.72,2.9239,207.64,2.376
LOT-2604,2026-08-17,C-044,SN260400236,F4,0,40.64,2.9754,207.45,2.657
LOT-2604,2026-08-17,C-044,SN260400236,F4,24,42.75,2.9658,209.43,2.82
LOT-2604,2026-08-17,C-044,SN260400236,F4,96,43.44,2.9546,209.64,3.075
LOT-2604,2026-08-17,C-044,SN260400236,F4,168,43.3,2.9456,211.13,2.969
LOT-2604,2026-08-17,C-045,SN260400237,F5,0,53.88,3.028,209.63,3.337
LOT-2604,2026-08-17,C-045,SN260400237,F5,24,59.72,3.0271,211.14,3.41
LOT-2604,2026-08-17,C-045,SN260400237,F5,96,63.8,3.0383,211.39,3.89
LOT-2604,2026-08-17,C-045,SN260400237,F5,168,66.19,3.0422,211.65,3.953
LOT-2604,2026-08-17,C-046,SN260400238,F6,0,49.27,3.051,206.96,2.811
LOT-2604,2026-08-17,C-046,SN260400238,F6,24,53.85,3.0514,207.58,3.163
LOT-2604,2026-08-17,C-046,SN260400238,F6,96,56.01,3.0362,206.79,3.302
LOT-2604,2026-08-17,C-046,SN260400238,F6,168,56.32,3.0275,206.6,3.518
LOT-2604,2026-08-17,C-047,SN260400239,F7,0,41.57,2.9981,208.57,3.762
LOT-2604,2026-08-17,C-047,SN260400239,F7,24,49.11,2.9837,209.59,3.937
LOT-2604,2026-08-17,C-047,SN260400239,F7,96,55.4,2.9728,211.72,4.194
LOT-2604,2026-08-17,C-047,SN260400239,F7,168,64.9,2.9659,213.3,4.347
LOT-2604,2026-08-17,C-048,SN260400240,F8,0,41.8,3.0197,209.54,1.693
LOT-2604,2026-08-17,C-048,SN260400240,F8,24,45.09,3.0016,210.94,1.853
LOT-2604,2026-08-17,C-048,SN260400240,F8,96,48.86,2.9744,211.63,1.871
LOT-2604,2026-08-17,C-048,SN260400240,F8,168,48.06,2.9632,211.58,1.926
LOT-2604,2026-08-17,C-049,SN260400241,G1,0,46.97,3.0366,199.04,2.929
LOT-2604,2026-08-17,C-049,SN260400241,G1,24,50.52,3.0271,200.68,3.09
LOT-2604,2026-08-17,C-049,SN260400241,G1,96,53.46,3.0164,203.35,3.328
LOT-2604,2026-08-17,C-049,SN260400241,G1,168,55.32,3.0115,203.84,3.667
LOT-2604,2026-08-17,C-050,SN260400242,G2,0,65.49,3.0552,204.29,3.078
LOT-2604,2026-08-17,C-050,SN260400242,G2,24,70.09,3.0606,204.46,3.149
LOT-2604,2026-08-17,C-050,SN260400242,G2,96,75.41,3.0439,205.7,3.363
LOT-2604,2026-08-17,C-050,SN260400242,G2,168,77.63,3.0343,206.36,3.753
LOT-2604,2026-08-17,C-051,SN260400243,G3,0,43.75,3.0511,204.57,2.652
LOT-2604,2026-08-17,C-051,SN260400243,G3,24,47.29,3.0367,204.67,2.863
LOT-2604,2026-08-17,C-051,SN260400243,G3,96,47.23,3.0251,205.2,3.026
LOT-2604,2026-08-17,C-051,SN260400243,G3,168,51.32,3.0215,206.03,3.134
LOT-2604,2026-08-17,C-052,SN260400244,G4,0,38.65,2.9739,203.56,2.635
LOT-2604,2026-08-17,C-052,SN260400244,G4,24,39.05,2.9584,205.11,2.695
LOT-2604,2026-08-17,C-052,SN260400244,G4,96,40.66,2.9485,205.75,2.745
LOT-2604,2026-08-17,C-052,SN260400244,G4,168,43.58,2.9372,205.97,2.665
LOT-2604,2026-08-17,C-053,SN260400245,G5,0,53.39,3.0715,199.23,2.166
LOT-2604,2026-08-17,C-053,SN260400245,G5,24,55.18,3.0546,201.07,2.134
LOT-2604,2026-08-17,C-053,SN260400245,G5,96,58.78,3.0474,201.85,2.263
LOT-2604,2026-08-17,C-053,SN260400245,G5,168,60.19,3.0355,203.53,2.423
LOT-2604,2026-08-17,C-054,SN260400246,G6,0,59.15,2.9236,215.53,2.046
LOT-2604,2026-08-17,C-054,SN260400246,G6,24,64.44,2.9184,217.73,2.355
LOT-2604,2026-08-17,C-054,SN260400246,G6,96,73.17,2.9098,218.75,2.222
LOT-2604,2026-08-17,C-054,SN260400246,G6,168,73.35,2.902,219.75,2.27
LOT-2604,2026-08-17,C-055,SN260400247,G7,0,192.16,3.024,207.27,3.513
LOT-2604,2026-08-17,C-055,SN260400247,G7,24,276.6,3.0142,208.51,3.481
LOT-2604,2026-08-17,C-055,SN260400247,G7,96,402.1,3.0114,210.26,3.656
LOT-2604,2026-08-17,C-055,SN260400247,G7,168,523.5,3.0009,211.33,3.94
LOT-2604,2026-08-17,C-056,SN260400248,G8,0,47.65,3.0397,199.0,3.31
LOT-2604,2026-08-17,C-056,SN260400248,G8,24,50.38,3.0299,201.02,3.872
LOT-2604,2026-08-17,C-056,SN260400248,G8,96,51.16,3.0237,199.97,4.569
LOT-2604,2026-08-17,C-056,SN260400248,G8,168,53.15,3.0293,201.06,4.474
LOT-2604,2026-08-17,C-057,SN260400249,H1,0,42.74,3.0482,203.0,2.392
LOT-2604,2026-08-17,C-057,SN260400249,H1,24,45.04,3.0471,204.0,2.473
LOT-2604,2026-08-17,C-057,SN260400249,H1,96,48.55,3.039,204.25,2.662
LOT-2604,2026-08-17,C-057,SN260400249,H1,168,51.39,3.0495,204.5,2.741
LOT-2604,2026-08-17,C-058,SN260400250,H2,0,37.66,3.121,207.96,2.747
LOT-2604,2026-08-17,C-058,SN260400250,H2,24,42.44,3.1164,208.19,2.736
LOT-2604,2026-08-17,C-058,SN260400250,H2,96,46.34,3.1086,207.02,2.825
LOT-2604,2026-08-17,C-058,SN260400250,H2,168,50.88,3.1102,207.46,2.98
LOT-2604,2026-08-17,C-059,SN260400251,H3,0,63.08,3.0024,202.25,2.23
LOT-2604,2026-08-17,C-059,SN260400251,H3,24,69.41,3.0106,203.39,2.157
LOT-2604,2026-08-17,C-059,SN260400251,H3,96,79.3,2.9968,203.78,2.237
LOT-2604,2026-08-17,C-059,SN260400251,H3,168,82.38,3.0025,204.48,2.344
LOT-2604,2026-08-17,C-060,SN260400252,H4,0,34.38,2.9885,201.52,2.875
LOT-2604,2026-08-17,C-060,SN260400252,H4,24,35.96,2.9705,202.19,3.273
LOT-2604,2026-08-17,C-060,SN260400252,H4,96,39.12,2.9467,201.98,3.475
LOT-2604,2026-08-17,C-060,SN260400252,H4,168,42.76,2.9423,201.92,3.723
LOT-2604,2026-08-17,C-061,SN260400253,H5,0,53.0,3.0249,209.82,2.003
LOT-2604,2026-08-17,C-061,SN260400253,H5,24,56.29,3.0152,209.66,2.024
LOT-2604,2026-08-17,C-061,SN260400253,H5,96,63.2,2.9974,210.85,2.054
LOT-2604,2026-08-17,C-061,SN260400253,H5,168,65.4,2.9856,212.06,2.123
LOT-2604,2026-08-17,C-062,SN260400254,H6,0,65.0,2.9669,211.41,3.414
LOT-2604,2026-08-17,C-062,SN260400254,H6,24,67.82,2.9656,210.9,3.662
LOT-2604,2026-08-17,C-062,SN260400254,H6,96,75.85,2.954,212.29,4.145
LOT-2604,2026-08-17,C-062,SN260400254,H6,168,79.65,2.9495,213.21,4.267
LOT-2604,2026-08-17,C-063,SN260400255,H7,0,55.36,3.0255,213.99,1.265
LOT-2604,2026-08-17,C-063,SN260400255,H7,24,57.92,3.023,215.09,1.287
LOT-2604,2026-08-17,C-063,SN260400255,H7,96,62.48,3.0257,216.46,1.379
LOT-2604,2026-08-17,C-063,SN260400255,H7,168,63.08,3.0107,217.33,1.379
LOT-2604,2026-08-17,C-064,SN260400256,H8,0,33.63,2.9606,196.56,1.783
LOT-2604,2026-08-17,C-064,SN260400256,H8,24,34.1,2.9333,209.61,1.82
LOT-2604,2026-08-17,C-064,SN260400256,H8,96,35.21,2.903,224.96,1.949
LOT-2604,2026-08-17,C-064,SN260400256,H8,168,36.77,2.8847,234.54,2.144
LOT-2605,2026-08-31,C-001,SN260500257,A1,0,48.73,2.9972,207.67,3.682
LOT-2605,2026-08-31,C-001,SN260500257,A1,24,53.25,2.9862,207.07,3.981
LOT-2605,2026-08-31,C-001,SN260500257,A1,96,59.32,2.9833,207.41,4.313
LOT-2605,2026-08-31,C-001,SN260500257,A1,168,64.53,2.9756,206.73,4.361
LOT-2605,2026-08-31,C-002,SN260500258,A2,0,48.96,2.9634,205.48,2.648
LOT-2605,2026-08-31,C-002,SN260500258,A2,24,51.14,2.9635,206.28,2.986
LOT-2605,2026-08-31,C-002,SN260500258,A2,96,52.99,2.9599,208.3,3.154
LOT-2605,2026-08-31,C-002,SN260500258,A2,168,55.33,2.9514,208.67,3.276
LOT-2605,2026-08-31,C-003,SN260500259,A3,0,207.59,3.0354,197.53,2.827
LOT-2605,2026-08-31,C-003,SN260500259,A3,24,301.01,3.0171,198.74,3.048
LOT-2605,2026-08-31,C-003,SN260500259,A3,96,445.19,2.9974,199.82,3.079
LOT-2605,2026-08-31,C-003,SN260500259,A3,168,578.8,2.9783,200.15,3.163
LOT-2605,2026-08-31,C-004,SN260500260,A4,0,47.99,2.9772,202.49,2.175
LOT-2605,2026-08-31,C-004,SN260500260,A4,24,53.74,2.9592,203.92,2.048
LOT-2605,2026-08-31,C-004,SN260500260,A4,96,61.19,2.9528,205.74,2.373
LOT-2605,2026-08-31,C-004,SN260500260,A4,168,63.72,2.9457,206.62,2.426
LOT-2605,2026-08-31,C-005,SN260500261,A5,0,38.72,2.9847,200.78,2.9
LOT-2605,2026-08-31,C-005,SN260500261,A5,24,41.03,2.9685,212.95,2.886
LOT-2605,2026-08-31,C-005,SN260500261,A5,96,41.65,2.9539,224.43,2.845
LOT-2605,2026-08-31,C-005,SN260500261,A5,168,45.58,2.94,233.13,2.948
LOT-2605,2026-08-31,C-006,SN260500262,A6,0,234.77,3.0185,210.14,2.237
LOT-2605,2026-08-31,C-006,SN260500262,A6,24,346.34,3.0072,211.51,2.602
LOT-2605,2026-08-31,C-006,SN260500262,A6,96,534.24,2.9995,213.15,2.83
LOT-2605,2026-08-31,C-006,SN260500262,A6,168,770.43,2.9942,214.83,3.191
LOT-2605,2026-08-31,C-007,SN260500263,A7,0,33.72,2.9291,197.33,2.722
LOT-2605,2026-08-31,C-007,SN260500263,A7,24,35.14,2.9162,199.31,2.803
LOT-2605,2026-08-31,C-007,SN260500263,A7,96,39.32,2.9025,198.49,2.93
LOT-2605,2026-08-31,C-007,SN260500263,A7,168,40.67,2.8924,199.36,3.035
LOT-2605,2026-08-31,C-008,SN260500264,A8,0,50.69,2.9556,201.84,2.483
LOT-2605,2026-08-31,C-008,SN260500264,A8,24,55.13,2.9463,202.67,2.704
LOT-2605,2026-08-31,C-008,SN260500264,A8,96,59.31,2.5693,203.89,2.621
LOT-2605,2026-08-31,C-008,SN260500264,A8,168,62.73,2.5666,202.33,2.775
LOT-2605,2026-08-31,C-009,SN260500265,B1,0,55.93,3.0017,208.56,1.824
LOT-2605,2026-08-31,C-009,SN260500265,B1,24,58.53,2.9892,208.64,1.974
LOT-2605,2026-08-31,C-009,SN260500265,B1,96,65.51,2.9795,208.48,2.281
LOT-2605,2026-08-31,C-009,SN260500265,B1,168,70.49,2.9723,209.91,2.496
LOT-2605,2026-08-31,C-010,SN260500266,B2,0,36.34,3.033,211.2,2.469
LOT-2605,2026-08-31,C-010,SN260500266,B2,24,40.1,3.0192,211.91,2.648
LOT-2605,2026-08-31,C-010,SN260500266,B2,96,45.08,3.0069,213.44,2.784
LOT-2605,2026-08-31,C-010,SN260500266,B2,168,50.41,2.995,214.03,3.065
LOT-2605,2026-08-31,C-011,SN260500267,B3,0,54.49,3.0717,205.18,1.887
LOT-2605,2026-08-31,C-011,SN260500267,B3,24,58.37,3.0621,206.13,1.974
LOT-2605,2026-08-31,C-011,SN260500267,B3,96,62.86,3.0494,207.42,2.335
LOT-2605,2026-08-31,C-011,SN260500267,B3,168,62.19,3.0378,207.89,2.575
LOT-2605,2026-08-31,C-012,SN260500268,B4,0,35.46,2.9639,216.61,1.345
LOT-2605,2026-08-31,C-012,SN260500268,B4,24,38.84,2.9574,218.06,1.335
LOT-2605,2026-08-31,C-012,SN260500268,B4,96,42.32,2.9487,219.81,1.364
LOT-2605,2026-08-31,C-012,SN260500268,B4,168,44.92,2.9479,220.66,1.358
LOT-2605,2026-08-31,C-013,SN260500269,B5,0,53.69,2.9845,203.6,2.609
LOT-2605,2026-08-31,C-013,SN260500269,B5,24,56.13,2.9806,204.38,2.594
LOT-2605,2026-08-31,C-013,SN260500269,B5,96,61.23,2.9741,206.42,2.595
LOT-2605,2026-08-31,C-013,SN260500269,B5,168,63.06,2.9682,207.28,2.686
LOT-2605,2026-08-31,C-014,SN260500270,B6,0,45.06,2.9805,203.33,2.27
LOT-2605,2026-08-31,C-014,SN260500270,B6,24,47.07,2.961,205.87,2.157
LOT-2605,2026-08-31,C-014,SN260500270,B6,96,49.84,2.9465,207.21,2.347
LOT-2605,2026-08-31,C-014,SN260500270,B6,168,51.41,2.9363,209.2,2.398
LOT-2605,2026-08-31,C-015,SN260500271,B7,0,49.39,2.944,200.13,2.711
LOT-2605,2026-08-31,C-015,SN260500271,B7,24,53.89,2.9271,201.89,2.717
LOT-2605,2026-08-31,C-015,SN260500271,B7,96,54.2,2.9137,201.62,2.825
LOT-2605,2026-08-31,C-015,SN260500271,B7,168,55.19,2.8939,202.66,2.725
LOT-2605,2026-08-31,C-016,SN260500272,B8,0,26.99,3.041,210.03,3.21
LOT-2605,2026-08-31,C-016,SN260500272,B8,24,29.78,3.0102,210.68,3.396
LOT-2605,2026-08-31,C-016,SN260500272,B8,96,29.99,3.0029,211.69,3.65
LOT-2605,2026-08-31,C-016,SN260500272,B8,168,32.1,2.9797,211.87,3.674
LOT-2605,2026-08-31,C-017,SN260500273,C1,0,37.83,3.0308,209.36,1.839
LOT-2605,2026-08-31,C-017,SN260500273,C1,24,41.71,3.0234,208.96,1.915
LOT-2605,2026-08-31,C-017,SN260500273,C1,96,45.21,3.0039,208.42,2.045
LOT-2605,2026-08-31,C-017,SN260500273,C1,168,46.2,3.0008,209.28,2.262
LOT-2605,2026-08-31,C-018,SN260500274,C2,0,58.79,2.9811,210.57,3.161
LOT-2605,2026-08-31,C-018,SN260500274,C2,24,60.45,2.956,210.92,2.996
LOT-2605,2026-08-31,C-018,SN260500274,C2,96,63.76,2.9259,210.44,3.486
LOT-2605,2026-08-31,C-018,SN260500274,C2,168,65.77,2.9039,210.48,3.596
LOT-2605,2026-08-31,C-019,SN260500275,C3,0,48.78,2.9683,203.88,2.26
LOT-2605,2026-08-31,C-019,SN260500275,C3,24,51.65,2.9492,203.92,2.421
LOT-2605,2026-08-31,C-019,SN260500275,C3,96,58.01,2.933,203.48,2.493
LOT-2605,2026-08-31,C-019,SN260500275,C3,168,62.4,2.9266,203.85,2.482
LOT-2605,2026-08-31,C-020,SN260500276,C4,0,42.56,3.0169,203.26,3.368
LOT-2605,2026-08-31,C-020,SN260500276,C4,24,46.91,3.0295,204.31,3.669
LOT-2605,2026-08-31,C-020,SN260500276,C4,96,49.54,3.0363,204.7,4.155
LOT-2605,2026-08-31,C-020,SN260500276,C4,168,52.78,3.0267,204.56,4.704
LOT-2605,2026-08-31,C-021,SN260500277,C5,0,35.1,2.9026,209.97,2.121
LOT-2605,2026-08-31,C-021,SN260500277,C5,24,38.91,2.8909,212.61,2.053
LOT-2605,2026-08-31,C-021,SN260500277,C5,96,40.93,2.8773,215.58,2.271
LOT-2605,2026-08-31,C-021,SN260500277,C5,168,42.78,2.8769,217.29,2.361
LOT-2605,2026-08-31,C-022,SN260500278,C6,0,37.7,2.9996,206.21,2.374
LOT-2605,2026-08-31,C-022,SN260500278,C6,24,37.46,2.9757,207.78,2.533
LOT-2605,2026-08-31,C-022,SN260500278,C6,96,282.03,2.9559,209.04,2.785
LOT-2605,2026-08-31,C-022,SN260500278,C6,168,294.27,2.9461,210.83,2.953
LOT-2605,2026-08-31,C-023,SN260500279,C7,0,48.1,3.0303,200.14,13.845
LOT-2605,2026-08-31,C-023,SN260500279,C7,24,50.42,3.02,201.18,24.702
LOT-2605,2026-08-31,C-023,SN260500279,C7,96,55.12,3.0139,202.0,52.561
LOT-2605,2026-08-31,C-023,SN260500279,C7,168,57.6,3.0062,202.08,86.064
LOT-2605,2026-08-31,C-024,SN260500280,C8,0,37.66,2.9964,199.33,2.963
LOT-2605,2026-08-31,C-024,SN260500280,C8,24,40.61,2.9811,198.66,3.173
LOT-2605,2026-08-31,C-024,SN260500280,C8,96,41.06,2.9695,200.36,3.216
LOT-2605,2026-08-31,C-024,SN260500280,C8,168,42.71,2.9563,200.56,3.245
LOT-2605,2026-08-31,C-025,SN260500281,D1,0,56.61,3.1142,198.82,2.0
LOT-2605,2026-08-31,C-025,SN260500281,D1,24,59.33,3.1031,201.66,2.067
LOT-2605,2026-08-31,C-025,SN260500281,D1,96,66.19,3.0961,205.39,2.166
LOT-2605,2026-08-31,C-025,SN260500281,D1,168,68.61,3.0942,207.08,2.294
LOT-2605,2026-08-31,C-026,SN260500282,D2,0,40.05,3.0745,206.17,2.22
LOT-2605,2026-08-31,C-026,SN260500282,D2,24,40.51,3.062,206.53,2.147
LOT-2605,2026-08-31,C-026,SN260500282,D2,96,46.85,3.053,208.84,2.108
LOT-2605,2026-08-31,C-026,SN260500282,D2,168,48.48,3.0566,210.24,2.06
LOT-2605,2026-08-31,C-027,SN260500283,D3,0,40.73,3.0453,208.85,2.847
LOT-2605,2026-08-31,C-027,SN260500283,D3,24,43.54,3.0332,210.92,2.784
LOT-2605,2026-08-31,C-027,SN260500283,D3,96,44.92,3.0182,211.54,3.359
LOT-2605,2026-08-31,C-027,SN260500283,D3,168,44.71,3.0109,213.82,3.284
LOT-2605,2026-08-31,C-028,SN260500284,D4,0,32.49,2.9726,201.71,1.799
LOT-2605,2026-08-31,C-028,SN260500284,D4,24,33.3,2.952,202.88,1.722
LOT-2605,2026-08-31,C-028,SN260500284,D4,96,33.33,2.9384,205.43,1.762
LOT-2605,2026-08-31,C-028,SN260500284,D4,168,34.68,2.9209,206.1,1.816
LOT-2605,2026-08-31,C-029,SN260500285,D5,0,35.83,3.0238,195.84,2.981
LOT-2605,2026-08-31,C-029,SN260500285,D5,24,38.09,3.008,197.99,2.89
LOT-2605,2026-08-31,C-029,SN260500285,D5,96,38.13,2.988,199.52,3.043
LOT-2605,2026-08-31,C-029,SN260500285,D5,168,38.55,2.9763,200.87,3.066
LOT-2605,2026-08-31,C-030,SN260500286,D6,0,36.63,2.9402,202.26,2.76
LOT-2605,2026-08-31,C-030,SN260500286,D6,24,38.14,2.9281,204.14,2.906
LOT-2605,2026-08-31,C-030,SN260500286,D6,96,40.61,2.917,204.38,3.001
LOT-2605,2026-08-31,C-030,SN260500286,D6,168,42.45,2.9115,205.55,3.266
LOT-2605,2026-08-31,C-031,SN260500287,D7,0,60.86,3.1073,212.05,1.633
LOT-2605,2026-08-31,C-031,SN260500287,D7,24,61.22,3.0893,212.66,1.715
LOT-2605,2026-08-31,C-031,SN260500287,D7,96,66.72,3.0695,212.81,2.04
LOT-2605,2026-08-31,C-031,SN260500287,D7,168,65.36,3.0543,213.24,2.164
LOT-2605,2026-08-31,C-032,SN260500288,D8,0,35.47,3.0572,212.39,4.192
LOT-2605,2026-08-31,C-032,SN260500288,D8,24,38.52,3.0523,223.34,4.677
LOT-2605,2026-08-31,C-032,SN260500288,D8,96,44.15,3.039,236.73,5.137
LOT-2605,2026-08-31,C-032,SN260500288,D8,168,48.03,3.0228,246.84,5.68
LOT-2605,2026-08-31,C-033,SN260500289,E1,0,53.04,3.0279,200.76,2.55
LOT-2605,2026-08-31,C-033,SN260500289,E1,24,55.85,3.0154,200.91,2.638
LOT-2605,2026-08-31,C-033,SN260500289,E1,96,59.44,2.9975,201.18,2.717
LOT-2605,2026-08-31,C-033,SN260500289,E1,168,61.89,2.996,200.75,2.764
LOT-2605,2026-08-31,C-034,SN260500290,E2,0,51.28,2.9982,207.52,2.336
LOT-2605,2026-08-31,C-034,SN260500290,E2,24,53.47,2.9986,209.18,2.353
LOT-2605,2026-08-31,C-034,SN260500290,E2,96,54.85,2.9818,211.63,2.355
LOT-2605,2026-08-31,C-034,SN260500290,E2,168,55.69,2.9779,213.27,2.608
LOT-2605,2026-08-31,C-035,SN260500291,E3,0,89.64,3.2868,217.61,3.216
LOT-2605,2026-08-31,C-035,SN260500291,E3,24,98.29,3.2723,218.95,3.669
LOT-2605,2026-08-31,C-035,SN260500291,E3,96,106.4,3.2555,220.35,3.93
LOT-2605,2026-08-31,C-035,SN260500291,E3,168,107.03,3.2345,221.09,4.082
LOT-2605,2026-08-31,C-036,SN260500292,E4,0,44.15,3.0144,205.25,3.951
LOT-2605,2026-08-31,C-036,SN260500292,E4,24,47.07,3.005,206.93,4.081
LOT-2605,2026-08-31,C-036,SN260500292,E4,96,51.05,2.9932,208.69,4.492
LOT-2605,2026-08-31,C-036,SN260500292,E4,168,52.37,2.9854,208.8,4.636
LOT-2605,2026-08-31,C-037,SN260500293,E5,0,46.24,3.0177,209.06,21.574
LOT-2605,2026-08-31,C-037,SN260500293,E5,24,48.11,3.0088,209.53,39.459
LOT-2605,2026-08-31,C-037,SN260500293,E5,96,53.77,2.9891,211.52,76.558
LOT-2605,2026-08-31,C-037,SN260500293,E5,168,56.59,2.9823,212.52,124.965
LOT-2605,2026-08-31,C-038,SN260500294,E6,0,31.58,3.0303,203.56,2.187
LOT-2605,2026-08-31,C-038,SN260500294,E6,24,34.99,3.0299,204.7,2.274
LOT-2605,2026-08-31,C-038,SN260500294,E6,96,37.83,3.0021,205.87,2.492
LOT-2605,2026-08-31,C-038,SN260500294,E6,168,42.55,3.0104,206.94,2.604
LOT-2605,2026-08-31,C-039,SN260500295,E7,0,45.95,3.0146,211.61,1.395
LOT-2605,2026-08-31,C-039,SN260500295,E7,24,50.3,2.9936,213.8,1.499
LOT-2605,2026-08-31,C-039,SN260500295,E7,96,57.75,2.9562,216.48,1.595
LOT-2605,2026-08-31,C-039,SN260500295,E7,168,62.46,2.937,219.22,1.734
LOT-2605,2026-08-31,C-040,SN260500296,E8,0,45.97,2.9838,208.47,2.602
LOT-2605,2026-08-31,C-040,SN260500296,E8,24,45.92,2.9751,210.29,2.608
LOT-2605,2026-08-31,C-040,SN260500296,E8,96,48.45,2.9655,211.71,2.952
LOT-2605,2026-08-31,C-040,SN260500296,E8,168,49.67,2.9559,212.38,3.148
LOT-2605,2026-08-31,C-041,SN260500297,F1,0,47.23,3.1242,207.9,2.673
LOT-2605,2026-08-31,C-041,SN260500297,F1,24,49.86,3.1138,208.19,2.854
LOT-2605,2026-08-31,C-041,SN260500297,F1,96,53.54,3.1081,209.09,2.635
LOT-2605,2026-08-31,C-041,SN260500297,F1,168,53.62,3.1202,210.04,2.695
LOT-2605,2026-08-31,C-042,SN260500298,F2,0,59.59,3.0582,199.71,2.145
LOT-2605,2026-08-31,C-042,SN260500298,F2,24,64.5,3.0443,201.68,2.283
LOT-2605,2026-08-31,C-042,SN260500298,F2,96,71.01,3.055,203.03,2.316
LOT-2605,2026-08-31,C-042,SN260500298,F2,168,76.89,3.0461,204.52,2.388
LOT-2605,2026-08-31,C-043,SN260500299,F3,0,47.96,2.9689,209.8,1.529
LOT-2605,2026-08-31,C-043,SN260500299,F3,24,48.23,2.9542,212.69,1.551
LOT-2605,2026-08-31,C-043,SN260500299,F3,96,50.25,2.9443,213.27,1.581
LOT-2605,2026-08-31,C-043,SN260500299,F3,168,51.84,2.9389,214.29,1.704
LOT-2605,2026-08-31,C-044,SN260500300,F4,0,45.64,3.0586,208.42,3.44
LOT-2605,2026-08-31,C-044,SN260500300,F4,24,48.22,3.0584,209.81,3.619
LOT-2605,2026-08-31,C-044,SN260500300,F4,96,52.68,3.0492,211.83,3.633
LOT-2605,2026-08-31,C-044,SN260500300,F4,168,52.1,3.0536,213.49,4.096
LOT-2605,2026-08-31,C-045,SN260500301,F5,0,34.31,2.9198,208.13,2.076
LOT-2605,2026-08-31,C-045,SN260500301,F5,24,37.25,2.9038,207.27,2.125
LOT-2605,2026-08-31,C-045,SN260500301,F5,96,41.02,2.8799,209.07,2.311
LOT-2605,2026-08-31,C-045,SN260500301,F5,168,44.14,2.8711,209.06,2.424
LOT-2605,2026-08-31,C-046,SN260500302,F6,0,48.97,3.0551,208.77,1.6
LOT-2605,2026-08-31,C-046,SN260500302,F6,24,49.67,3.0469,210.29,1.73
LOT-2605,2026-08-31,C-046,SN260500302,F6,96,52.1,3.0311,211.44,1.891
LOT-2605,2026-08-31,C-046,SN260500302,F6,168,51.95,3.0331,212.5,2.155
LOT-2605,2026-08-31,C-047,SN260500303,F7,0,34.99,2.9386,209.7,2.369
LOT-2605,2026-08-31,C-047,SN260500303,F7,24,37.58,2.9419,210.42,2.53
LOT-2605,2026-08-31,C-047,SN260500303,F7,96,39.07,2.9401,211.44,2.654
